StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,Cluster,PCA1,PCA2
26,76,1,0,0,1,0,28,3,19,0,77,73,1,2,1,0,-0.5962255705349534,-0.6013532090674796
26,76,0,1,1,1,0,26,1,3,1,53,48,0,1,3,3,0.4759068662572784,0.40257551125458535
26,76,0,1,1,1,0,29,3,14,1,84,40,1,2,3,1,0.40762856800496794,0.39080825828523025
26,76,0,1,1,1,0,28,3,19,0,77,73,1,2,1,0,0.4112052455257519,-0.6077560405992977
22,77,1,1,1,1,1,26,3,12,1,60,65,1,0,2,1,0.36699872846872084,0.4152953098478561
22,77,1,1,1,1,1,27,3,10,0,68,96,1,1,0,0,0.38761446181998693,-0.598964333063871
22,77,1,1,1,1,1,25,2,7,0,65,47,0,1,3,3,0.4695615303703523,-0.601282736385594
22,77,1,1,1,0,1,26,3,12,1,60,65,1,0,2,1,0.3866809187945639,0.42081757689392085
22,77,1,1,1,0,1,27,3,10,0,68,96,1,1,0,0,0.40729665214583,-0.5934420660178062
22,77,1,1,1,0,1,25,2,7,0,65,47,0,1,3,3,0.48924372069619537,-0.5957604693395293
22,77,0,1,1,1,1,26,3,12,1,60,65,1,0,2,1,0.37498303493449037,0.41966551053346324
22,77,0,1,1,1,1,27,3,10,0,68,96,1,1,0,0,0.39559876828575635,-0.5945941323782638
22,77,0,1,1,1,1,25,2,7,0,65,47,0,1,3,3,0.47754583683612173,-0.5969125356999869
22,77,1,1,2,1,1,26,3,12,1,60,65,1,0,2,1,0.37079279205437643,0.39979223627766436
22,77,1,1,2,1,1,27,3,10,0,68,96,1,1,0,0,0.3914085254056424,-0.6144674066340626
22,77,1,1,2,1,1,25,2,7,0,65,47,0,1,3,3,0.4733555939560078,-0.6167858099557858
22,77,2,0,0,1,1,26,3,12,1,60,65,1,0,2,2,-0.6404320875919846,0.4216981413796742
22,77,2,0,0,1,1,27,3,10,0,68,96,1,1,0,0,-0.6198163542407185,-0.5925615015320529
22,77,2,0,0,1,1,25,2,7,0,65,47,0,1,3,3,-0.5378692856903531,-0.594879904853776
22,77,0,0,1,1,1,26,3,12,1,60,65,1,0,2,2,-0.6206694110747897,0.4149354691806967
22,77,0,0,1,1,1,27,3,10,0,68,96,1,1,0,0,-0.6000536777235236,-0.5993241737310303
22,77,0,0,1,1,1,25,2,7,0,65,47,0,1,3,3,-0.5181066091731582,-0.6016425770527535
26,84,2,0,1,0,1,28,1,5,1,67,75,1,1,1,2,-0.597550910865488,0.39594155935304765
26,84,2,0,1,0,1,20,0,6,1,93,53,0,0,3,3,-0.5371540140813851,0.4097343183780081
26,84,1,0,0,1,1,28,1,5,1,67,75,1,1,1,2,-0.613042858311217,0.4102925665627818
26,84,1,0,0,1,1,20,0,6,1,93,53,0,0,3,3,-0.5526459615271141,0.42408532558774226
26,84,1,0,1,1,1,28,1,5,1,67,75,1,1,1,2,-0.6092487947255614,0.39478949299259014
26,84,1,0,1,1,1,20,0,6,1,93,53,0,0,3,3,-0.5488518979414585,0.4085822520175505
26,84,1,0,1,0,1,28,1,5,1,67,75,1,1,1,2,-0.5895666043997183,0.40031176003865476
26,84,1,0,1,0,1,20,0,6,1,93,53,0,0,3,3,-0.5291697076156154,0.41410451906361523
30,88,1,1,1,1,1,21,2,13,0,78,61,1,1,2,0,0.3884969716583736,-0.5980260212949264
30,88,1,1,1,1,1,28,1,15,0,58,76,1,1,1,0,0.3904658640763371,-0.5981554712456283
30,88,1,1,1,1,1,29,2,18,0,51,49,1,0,3,0,0.3730496572586943,-0.5827078407877266
30,88,1,1,2,1,1,21,2,13,0,78,61,1,1,2,0,0.3922910352440291,-0.6135290948651182
30,88,1,1,2,1,1,28,1,15,0,58,76,1,1,1,0,0.3942599276619928,-0.6136585448158199
30,88,1,1,2,1,1,29,2,18,0,51,49,1,0,3,0,0.3768437208443499,-0.5982109143579184
26,98,0,1,2,1,1,27,0,16,1,53,78,1,2,1,1,0.41880615105726093,0.3720185618567319
26,98,0,1,2,1,1,18,3,16,0,68,73,1,2,1,0,0.4205761521508067,-0.6266653989379052
26,98,0,1,2,1,1,19,1,12,0,72,86,0,0,0,3,0.4662519041839377,-0.5984112183933802
26,98,0,1,2,1,1,22,3,17,1,52,91,0,2,0,3,0.5000176725170474,0.37010618881390056
26,98,2,1,0,1,1,27,0,16,1,53,78,1,2,1,1,0.39524941095441046,0.39428430762590116
26,98,2,1,0,1,1,18,3,16,0,68,73,1,2,1,0,0.3970194120479562,-0.6043996531687359
26,98,2,1,0,1,1,19,1,12,0,72,86,0,0,0,3,0.4426951640810872,-0.576145472624211
26,98,2,1,0,1,1,22,3,17,1,52,91,0,2,0,3,0.47646093241419707,0.39237193458306974
26,98,2,1,1,1,1,27,0,16,1,53,78,1,2,1,1,0.39904347454006606,0.3787812340557094
26,98,2,1,1,1,1,18,3,16,0,68,73,1,2,1,0,0.4008134756336118,-0.6199027267389277
26,98,2,1,1,1,1,19,1,12,0,72,86,0,0,0,3,0.4464892276667428,-0.5916485461944028
26,98,2,1,1,1,1,22,3,17,1,52,91,0,2,0,3,0.48025499599985266,0.376868861012878
26,98,1,1,0,1,1,27,0,16,1,53,78,1,2,1,1,0.4032337174201801,0.3986545083115083
26,98,1,1,0,1,1,18,3,16,0,68,73,1,2,1,0,0.40500371851372585,-0.6000294524831288
26,98,1,1,0,1,1,19,1,12,0,72,86,0,0,0,3,0.45067947054685686,-0.5717752719386039
26,98,1,1,0,1,1,22,3,17,1,52,91,0,2,0,3,0.4844452388799668,0.39674213526867685
26,98,1,0,1,1,1,27,0,16,1,53,78,1,2,1,2,-0.5886246650034445,0.37842139338854996
26,98,1,0,1,1,1,18,3,16,0,68,73,1,2,1,0,-0.5868546639098986,-0.6202625674060871
26,98,1,0,1,1,1,19,1,12,0,72,86,0,0,0,3,-0.5411789118767676,-0.5920083868615621
26,98,1,0,1,1,1,22,3,17,1,52,91,0,2,0,3,-0.5074131435436577,0.37650902034571865
26,98,0,1,1,1,1,27,0,16,1,53,78,1,2,1,1,0.41501208747160545,0.38752163542692364
26,98,0,1,1,1,1,18,3,16,0,68,73,1,2,1,0,0.4167820885651512,-0.6111623253677134
26,98,0,1,1,1,1,19,1,12,0,72,86,0,0,0,3,0.4624578405982822,-0.5829081448231884
26,98,0,1,1,1,1,22,3,17,1,52,91,0,2,0,3,0.49622360893139195,0.3856092623840923
16,81,1,1,1,1,1,18,3,11,0,73,50,0,1,3,3,0.46870682700718114,-0.602817133266883
16,81,2,0,1,1,1,18,3,11,0,73,50,0,1,3,3,-0.5349299254678687,-0.6119173753052567
16,81,2,1,2,0,1,18,3,11,0,73,50,0,1,3,3,0.48419877445291004,-0.6171681404766172
16,81,1,1,2,1,1,18,3,11,0,73,50,0,1,3,3,0.4725008905928366,-0.6183202068370748
16,81,1,0,2,1,1,18,3,11,0,73,50,0,1,3,3,-0.5231515554164434,-0.6230502481898413
23,91,2,1,0,1,0,27,0,6,1,58,73,1,2,1,1,0.39453545132339607,0.393630168260909
23,91,1,0,1,1,0,27,0,6,1,58,73,1,2,1,2,-0.5893386246344589,0.37776725402355793
23,91,0,1,2,1,0,27,0,6,1,58,73,1,2,1,1,0.41809219142624654,0.37136442249173984
23,91,0,1,1,1,0,27,0,6,1,58,73,1,2,1,1,0.41429812784059106,0.3868674960619316
16,82,2,1,0,1,0,22,1,9,0,65,69,1,2,2,0,0.39484744000789607,-0.6054212330881896
16,82,2,1,0,1,0,26,1,16,1,61,61,1,1,2,1,0.3731453680817457,0.40936969517859123
16,82,2,1,0,1,0,18,0,5,0,58,85,0,0,0,3,0.44174715992654057,-0.5773412009242181
16,82,0,1,1,1,0,22,1,9,0,65,69,1,2,2,0,0.41461011652509105,-0.612183905287167
16,82,0,1,1,1,0,26,1,16,1,61,61,1,1,2,1,0.3929080445989407,0.4026070229796137
16,82,0,1,1,1,0,18,0,5,0,58,85,0,0,0,3,0.46150983644373555,-0.5841038731231957
16,82,2,0,1,1,0,22,1,9,0,65,69,1,2,2,0,-0.5970109424157285,-0.6256543480111478
16,82,2,0,1,1,0,26,1,16,1,61,61,1,1,2,2,-0.618713014341879,0.3891365802556329
16,82,2,0,1,1,0,18,0,5,0,58,85,0,0,0,3,-0.550111222497084,-0.5975743158471765
16,82,1,0,1,1,0,22,1,9,0,65,69,1,2,2,0,-0.5890266359499589,-0.6212841473255407
16,82,1,0,1,1,0,26,1,16,1,61,61,1,1,2,2,-0.6107287078761093,0.39350678094124014
16,82,1,0,1,1,0,18,0,5,0,58,85,0,0,0,3,-0.5421269160313144,-0.5932041151615693
16,82,1,1,2,1,0,22,1,9,0,65,69,1,2,2,0,0.4104198736449769,-0.6320571795429659
16,82,1,1,2,1,0,26,1,16,1,61,61,1,1,2,1,0.38871780171882653,0.3827337487238148
16,82,1,1,2,1,0,18,0,5,0,58,85,0,0,0,3,0.4573195935636214,-0.6039771473789945
16,82,1,0,0,1,0,22,1,9,0,65,69,1,2,2,0,-0.5928206995356144,-0.605781073755349
16,82,1,0,0,1,0,26,1,16,1,61,61,1,1,2,2,-0.6145227714617649,0.4090098545114318
16,82,1,0,0,1,0,18,0,5,0,58,85,0,0,0,3,-0.54592097961697,-0.5777010415913776
16,79,1,1,1,1,0,18,1,16,0,90,80,1,2,1,0,0.40237484826141945,-0.6150963959872157
16,79,1,1,1,1,0,21,0,15,1,52,43,1,2,3,1,0.4032923046154322,0.38312984464111166
16,79,1,1,1,1,0,24,1,15,1,100,78,1,0,1,1,0.3623306741107083,0.4144451187509388
16,79,1,1,1,1,0,21,3,11,0,70,83,1,0,1,0,0.36962082402911256,-0.5853256341738446
16,79,1,1,1,1,0,29,0,14,0,73,47,1,2,3,0,0.4045229387310919,-0.6155527178620122
16,79,2,1,1,1,0,18,1,16,0,90,80,1,2,1,0,0.3943905417956498,-0.6194665966728228
16,79,2,1,1,1,0,21,0,15,1,52,43,1,2,3,1,0.39530799814966255,0.37875964395550454
16,79,2,1,1,1,0,24,1,15,1,100,78,1,0,1,1,0.35434636764493865,0.4100749180653317
16,79,2,1,1,1,0,21,3,11,0,70,83,1,0,1,0,0.3616365175633429,-0.5896958348594518
16,79,2,1,1,1,0,29,0,14,0,73,47,1,2,3,0,0.39653863226532227,-0.6199229185476193
16,79,1,0,0,1,0,18,1,16,0,90,80,1,2,1,0,-0.5970716613335163,-0.6043233637697905
16,79,1,0,0,1,0,21,0,15,1,52,43,1,2,3,2,-0.5961542049795037,0.39390287685853687
16,79,1,0,0,1,0,24,1,15,1,100,78,1,0,1,2,-0.6371158354842275,0.425218150968364
16,79,1,0,0,1,0,21,3,11,0,70,83,1,0,1,0,-0.6298256855658233,-0.5745526019564194
16,79,1,0,0,1,0,29,0,14,0,73,47,1,2,3,0,-0.5949235708638438,-0.6047796856445868
12,85,2,1,2,1,0,29,2,2,0,93,97,0,1,0,3,0.4640650758496635,-0.6247538338675835
12,85,2,1,2,1,0,23,3,3,1,91,73,1,2,1,1,0.39730215173131556,0.3609419865379966
12,85,2,1,2,1,0,24,0,2,1,56,76,1,1,1,1,0.38351450700637424,0.37557196327206155
12,85,2,1,2,1,0,25,2,5,0,58,89,0,2,0,3,0.4853851033812656,-0.6403048441003208
14,76,1,1,0,1,1,27,2,5,1,88,56,1,1,2,1,0.3783220947642506,0.4134537110171316
14,76,1,1,0,1,1,20,3,17,0,76,60,1,1,2,0,0.38155735824260006,-0.5845346040824906
14,76,1,1,1,1,1,27,2,5,1,88,56,1,1,2,1,0.3821161583499061,0.3979506374469398
14,76,1,1,1,1,1,20,3,17,0,76,60,1,1,2,0,0.38535142182825577,-0.6000376776526823
14,76,0,0,0,0,1,27,2,5,1,88,56,1,1,2,2,-0.589663854453417,0.41861613739603676
14,76,0,0,0,0,1,20,3,17,0,76,60,1,1,2,0,-0.5864285909750673,-0.5793721777035853
14,76,1,0,2,1,1,27,2,5,1,88,56,1,1,2,2,-0.6097422240737185,0.3777175225239816
14,76,1,0,2,1,1,20,3,17,0,76,60,1,1,2,0,-0.6065069605953687,-0.6202707925756407
14,76,1,0,0,1,1,27,2,5,1,88,56,1,1,2,2,-0.6173303512450297,0.408723669664365
14,76,1,0,0,1,1,20,3,17,0,76,60,1,1,2,0,-0.61409508776668,-0.5892646454352571
14,76,1,0,1,1,1,27,2,5,1,88,56,1,1,2,2,-0.6135362876593741,0.39322059609417326
14,76,1,0,1,1,1,20,3,17,0,76,60,1,1,2,0,-0.6103010241810243,-0.6047677190054489
12,68,2,1,1,1,1,22,0,9,1,58,85,1,2,0,1,0.3931722439635753,0.3787892297792541
12,68,2,1,1,1,1,29,2,6,0,58,68,1,0,2,0,0.36137536804842896,-0.5898576273787284
12,68,2,1,1,1,1,21,0,11,1,95,46,0,2,3,3,0.4700272608591942,0.3775720519671236
12,68,2,0,1,1,1,22,0,9,1,58,85,1,2,0,2,-0.6024802020457048,0.37405918842648755
12,68,2,0,1,1,1,29,2,6,0,58,68,1,0,2,0,-0.6342770779608511,-0.5945876687314949
12,68,2,0,1,1,1,21,0,11,1,95,46,0,2,3,3,-0.5256251851500858,0.37284201061435707
12,68,0,0,0,1,1,22,0,9,1,58,85,1,2,0,2,-0.5903056526998212,0.39830266336789355
12,68,0,0,0,1,1,29,2,6,0,58,68,1,0,2,0,-0.6221025286149675,-0.5703441937900888
12,68,0,0,0,1,1,21,0,11,1,95,46,0,2,3,3,-0.5134506358042022,0.39708548555576306
12,68,1,1,0,1,1,22,0,9,1,58,85,1,2,0,1,0.39736248684368936,0.398662504035053
12,68,1,1,0,1,1,29,2,6,0,58,68,1,0,2,0,0.365565610928543,-0.5699843531229295
12,68,1,1,0,1,1,21,0,11,1,95,46,0,2,3,3,0.47421750373930827,0.3974453262229225
26,80,0,1,1,1,1,22,2,13,0,96,90,1,2,0,0,0.410622568420259,-0.6085591573523558
26,80,0,1,1,1,1,19,1,18,1,82,66,1,1,2,1,0.39028969830936344,0.4058862707363444
26,80,1,1,1,1,1,22,2,13,0,96,90,1,2,0,0,0.40263826195448915,-0.6129293580379629
26,80,1,1,1,1,1,19,1,18,1,82,66,1,1,2,1,0.3823053918435936,0.4015160700507373
26,80,1,0,0,1,1,22,2,13,0,96,90,1,2,0,0,-0.5968082476404465,-0.6021563258205377
26,80,1,0,0,1,1,19,1,18,1,82,66,1,1,2,2,-0.6171411177513421,0.4122891022681625
26,80,0,0,2,1,1,22,2,13,0,96,90,1,2,0,0,-0.5812358140033657,-0.6287922722753141
26,80,0,0,2,1,1,19,1,18,1,82,66,1,1,2,2,-0.6015686841142612,0.3856531558133862
26,80,1,1,1,0,1,22,2,13,0,96,90,1,2,0,0,0.4223204522803322,-0.6074070909918982
26,80,1,1,1,0,1,19,1,18,1,82,66,1,1,2,1,0.40198758216943664,0.40703833709680204
14,89,0,1,0,0,0,28,2,4,1,62,68,1,2,2,1,0.4292964968889438,0.40580059030628834
14,89,0,1,0,0,0,21,1,6,1,70,68,1,2,2,1,0.42814983468923673,0.40611442714245005
14,89,0,1,0,0,0,24,0,12,1,86,49,0,2,3,3,0.5068285100730775,0.40493915117714485
14,89,1,0,2,1,0,28,2,4,1,62,68,1,2,2,2,-0.5864343187406378,0.3601719340814665
14,89,1,0,2,1,0,21,1,6,1,70,68,1,2,2,2,-0.5875809809403448,0.36048577091762823
14,89,1,0,2,1,0,24,0,12,1,86,49,0,2,3,3,-0.508902305556504,0.35931049495232315
14,89,0,0,0,1,0,28,2,4,1,62,68,1,2,2,2,-0.5860381394461794,0.39554828190745717
14,89,0,0,0,1,0,21,1,6,1,70,68,1,2,2,2,-0.5871848016458865,0.3958621187436189
14,89,0,0,0,1,0,24,0,12,1,86,49,0,2,3,3,-0.5085061262620455,0.3946868427783138
21,76,1,0,1,1,0,27,3,17,0,67,73,1,2,1,0,-0.5912402013470549,-0.6184459903908434
21,76,1,0,0,1,0,27,3,17,0,67,73,1,2,1,0,-0.5950342649327105,-0.6029429168206516
21,76,2,1,0,1,0,27,3,17,0,67,73,1,2,1,0,0.3926338746108,-0.6025830761534922
21,76,2,0,1,1,0,27,3,17,0,67,73,1,2,1,0,-0.5992245078128244,-0.6228161910764505
21,76,1,1,0,1,0,27,3,17,0,67,73,1,2,1,0,0.40061818107656966,-0.598212875467885
24,82,1,1,1,1,0,23,3,18,0,92,86,1,2,0,0,0.4027518923714244,-0.6132935931285347
24,82,1,1,1,1,0,21,2,1,0,55,42,0,2,3,3,0.4902776605487119,-0.6174605575422831
24,82,1,1,1,1,0,25,0,12,1,76,42,1,0,3,1,0.3662419925666245,0.41536833949345886
24,82,1,1,1,1,0,27,1,10,1,59,40,1,1,3,1,0.38620042290208423,0.3996343406667746
24,82,1,0,1,1,0,23,3,18,0,92,86,1,2,0,0,-0.5929005536378558,-0.6180236344813013
24,82,1,0,1,1,0,21,2,1,0,55,42,0,2,3,3,-0.5053747854605681,-0.6221905988950497
24,82,1,0,1,1,0,25,0,12,1,76,42,1,0,3,2,-0.6294104534426557,0.4106382981406924
24,82,1,0,1,1,0,27,1,10,1,59,40,1,1,3,2,-0.6094520231071959,0.39490429931400806
35,65,1,1,2,1,1,27,3,20,1,95,59,0,1,2,3,0.46308789328361855,0.388689312559907
35,65,1,1,2,1,1,25,1,17,1,94,98,0,2,0,3,0.48139425856345286,0.3731150287343302
19,80,0,0,1,1,1,23,1,7,0,55,49,1,2,3,0,-0.57994735895596,-0.6162417382250456
19,80,0,0,1,1,1,23,3,3,1,69,91,1,2,0,2,-0.5844311769999193,0.38252697409044134
19,80,1,1,1,1,1,23,1,7,0,55,49,1,2,3,0,0.40772078058755057,-0.6158818975578861
19,80,1,1,1,1,1,23,3,3,1,69,91,1,2,0,1,0.4032369625435912,0.3828868147576008
19,80,0,0,2,1,1,23,1,7,0,55,49,1,2,3,0,-0.5761532953703044,-0.6317448117952373
19,80,0,0,2,1,1,23,3,3,1,69,91,1,2,0,2,-0.5806371134142636,0.3670239005202496
19,80,0,0,0,1,1,23,1,7,0,55,49,1,2,3,0,-0.5837414225416155,-0.6007386646548538
19,80,0,0,0,1,1,23,3,3,1,69,91,1,2,0,2,-0.5882252405855749,0.3980300476606331
19,80,1,1,0,1,1,23,1,7,0,55,49,1,2,3,0,0.403926717001895,-0.6003788239876945
19,80,1,1,0,1,1,23,3,3,1,69,91,1,2,0,1,0.3994428989579356,0.39838988832779254
19,80,2,1,1,1,1,23,1,7,0,55,49,1,2,3,0,0.3997364741217809,-0.6202520982434934
19,80,2,1,1,1,1,23,3,3,1,69,91,1,2,0,1,0.39525265607782156,0.37851661407199366
27,67,1,1,1,1,1,25,2,18,1,77,65,1,2,2,1,0.39823136139443993,0.38817077257051036
27,67,1,1,1,1,1,23,3,6,1,80,85,0,0,0,3,0.44504439818540664,0.4156603875701299
27,67,1,1,1,1,1,27,2,13,0,95,83,1,2,1,0,0.4003088124084524,-0.6109336518824646
27,67,1,0,1,1,1,25,2,18,1,77,65,1,2,2,2,-0.5974210846148401,0.3834407312177439
27,67,1,0,1,1,1,23,3,6,1,80,85,0,0,0,3,-0.5506080478238734,0.41093034621736335
27,67,1,0,1,1,1,27,2,13,0,95,83,1,2,1,0,-0.5953436336008275,-0.6156636932352311
16,65,2,0,0,1,1,28,2,15,1,58,46,1,1,3,2,-0.6252832532615336,0.4068036314859701
16,65,2,0,0,1,1,19,1,17,1,92,91,0,1,0,3,-0.5480944269425928,0.40553895866096146
16,65,2,0,0,1,1,26,0,1,0,83,94,1,2,0,0,-0.6050200842173319,-0.6083099738303657
16,65,2,0,0,1,1,24,3,10,1,62,65,0,2,2,3,-0.5260482297622832,0.3891311894405888
16,65,0,0,1,1,1,28,2,15,1,58,46,1,1,3,2,-0.6055205767443387,0.4000409592869927
16,65,0,0,1,1,1,19,1,17,1,92,91,0,1,0,3,-0.5283317504253979,0.39877628646198393
16,65,0,0,1,1,1,26,0,1,0,83,94,1,2,0,0,-0.585257407700137,-0.6150726460293432
16,65,0,0,1,1,1,24,3,10,1,62,65,0,2,2,3,-0.5062855532450883,0.38236851724161136
16,65,1,0,1,1,1,28,2,15,1,58,46,1,1,3,2,-0.6135048832101083,0.39567075860138556
16,65,1,0,1,1,1,19,1,17,1,92,91,0,1,0,3,-0.5363160568911676,0.3944060857763768
16,65,1,0,1,1,1,26,0,1,0,83,94,1,2,0,0,-0.5932417141659067,-0.6194428467149503
16,65,1,0,1,1,1,24,3,10,1,62,65,0,2,2,3,-0.5142698597108579,0.37799831655600424
31,76,1,1,1,1,0,20,2,20,0,53,55,1,1,2,0,0.38813071892502393,-0.5958907251267083
24,96,2,0,1,1,0,18,1,2,0,82,76,0,1,1,3,-0.5316351853669498,-0.612660364114018
24,96,1,1,0,0,0,18,1,2,0,82,76,0,1,1,3,0.4878896938482874,-0.5825347814593879
24,96,2,0,0,1,0,18,1,2,0,82,76,0,1,1,3,-0.5354292489526054,-0.5971572905438263
24,96,1,0,1,1,0,18,1,2,0,82,76,0,1,1,3,-0.5236508789011801,-0.6082901634284109
24,96,2,1,1,1,0,18,1,2,0,82,76,0,1,1,3,0.4640172606423304,-0.6079303227612515
19,67,1,1,1,1,0,29,0,1,1,81,94,1,1,0,1,0.381871590125619,0.39992998460395424
19,67,1,1,2,1,0,29,0,1,1,81,94,1,1,0,1,0.3856656537112747,0.3844269110337626
19,67,0,0,2,1,0,29,0,1,1,81,94,1,1,0,2,-0.6020024858322358,0.38406707036660315
19,67,1,0,1,1,0,29,0,1,1,81,94,1,1,0,2,-0.613780855883661,0.3951999432511878
19,67,1,0,0,1,0,29,0,1,1,81,94,1,1,0,2,-0.6175749194693166,0.41070301682137955
19,67,1,1,0,1,0,29,0,1,1,81,94,1,1,0,1,0.3780775265399635,0.415433058174146
21,71,1,1,0,0,0,29,1,16,0,68,96,1,0,0,0,0.3837442511947401,-0.5615350544615443
21,71,1,1,0,0,0,24,0,14,1,78,56,1,0,2,1,0.37944900864436104,0.4373575146385915
21,71,1,1,0,1,0,29,1,16,0,68,96,1,0,0,0,0.36406206086889703,-0.567057321507609
21,71,1,1,0,1,0,24,0,14,1,78,56,1,0,2,1,0.359766818318518,0.4318352475925268
21,71,1,1,1,1,0,29,1,16,0,68,96,1,0,0,0,0.3678561244545526,-0.5825603950778008
21,71,1,1,1,1,0,24,0,14,1,78,56,1,0,2,1,0.36356088190417357,0.416332174022335
21,71,0,0,2,1,0,29,1,16,0,68,96,1,0,0,0,-0.6160179515033022,-0.598423309315152
21,71,0,0,2,1,0,24,0,14,1,78,56,1,0,2,2,-0.6203131940536812,0.40046925978498393
21,71,1,0,0,1,0,29,1,16,0,68,96,1,0,0,0,-0.6315903851403831,-0.5717873628603756
21,71,1,0,0,1,0,24,0,14,1,78,56,1,0,2,2,-0.6358856276907621,0.4271052062397602
21,71,2,1,1,1,0,29,1,16,0,68,96,1,0,0,0,0.359871817988783,-0.5869305957634079
21,71,2,1,1,1,0,24,0,14,1,78,56,1,0,2,1,0.35557657543840393,0.4119619733367279
12,94,2,1,1,1,1,18,1,12,0,87,81,0,2,1,3,0.4791808128556093,-0.6249078381482155
12,94,2,1,1,1,1,26,0,12,0,84,90,1,2,0,0,0.39828611875816067,-0.6229652000549785
12,94,2,0,2,1,1,18,1,12,0,87,81,0,2,1,3,-0.5126775695680154,-0.6451409530711737
12,94,2,0,2,1,1,26,0,12,0,84,90,1,2,0,0,-0.5935722636654639,-0.6431983149779368
12,94,0,1,1,1,1,18,1,12,0,87,81,0,2,1,3,0.4951494257871486,-0.6161674367770011
12,94,0,1,1,1,1,26,0,12,0,84,90,1,2,0,0,0.41425473168969995,-0.6142247986837642
22,61,0,1,0,1,0,27,1,17,1,91,99,1,0,0,1,0.3640505958453917,0.438296796957923
22,61,0,1,0,1,0,24,3,16,1,78,85,0,2,0,3,0.4824745384675556,0.4054519064913168
22,61,0,1,0,1,0,24,3,14,1,97,90,1,2,0,1,0.3993884123365956,0.4075556578771745
22,61,0,1,0,1,0,27,0,12,1,63,74,0,2,1,3,0.4846565930591956,0.4048400644899527
22,61,0,1,0,1,0,27,1,3,0,84,71,1,2,1,0,0.4056847386041469,-0.5926010987810018
22,61,2,1,1,1,0,27,1,17,1,91,99,1,0,0,1,0.351876046499508,0.414053322016517
22,61,2,1,1,1,0,24,3,16,1,78,85,0,2,0,3,0.4702999891216718,0.3812084315499109
22,61,2,1,1,1,0,24,3,14,1,97,90,1,2,0,1,0.3872138629907119,0.3833121829357684
22,61,2,1,1,1,0,27,0,12,1,63,74,0,2,1,3,0.4724820437133119,0.3805965895485467
22,61,2,1,1,1,0,27,1,3,0,84,71,1,2,1,0,0.3935101892582632,-0.6168445737224078
22,61,1,1,0,1,0,27,1,17,1,91,99,1,0,0,1,0.35606628937962204,0.4339265962723158
22,61,1,1,0,1,0,24,3,16,1,78,85,0,2,0,3,0.47449023200178586,0.4010817058057098
22,61,1,1,0,1,0,24,3,14,1,97,90,1,2,0,1,0.39140410587082597,0.4031854571915673
22,61,1,1,0,1,0,27,0,12,1,63,74,0,2,1,3,0.476672286593426,0.40046986380434557
22,61,1,1,0,1,0,27,1,3,0,84,71,1,2,1,0,0.39770043213837725,-0.5969712994666089
22,61,1,0,0,1,0,27,1,17,1,91,99,1,0,0,2,-0.639586156629658,0.42919655491954944
22,61,1,0,0,1,0,24,3,16,1,78,85,0,2,0,3,-0.5211622140074942,0.39635166445294323
22,61,1,0,0,1,0,24,3,14,1,97,90,1,2,0,2,-0.6042483401384541,0.39845541583880073
22,61,1,0,0,1,0,27,0,12,1,63,74,0,2,1,3,-0.5189801594158541,0.3957398224515791
22,61,1,0,0,1,0,27,1,3,0,84,71,1,2,1,0,-0.5979520138709029,-0.6017013408193754
22,61,0,0,2,1,0,27,1,17,1,91,99,1,0,0,2,-0.6240137229925772,0.40256060846477304
22,61,0,0,2,1,0,24,3,16,1,78,85,0,2,0,3,-0.5055897803704132,0.3697157179981668
22,61,0,0,2,1,0,24,3,14,1,97,90,1,2,0,2,-0.5886759065013732,0.3718194693840243
22,61,0,0,2,1,0,27,0,12,1,63,74,0,2,1,3,-0.5034077257787732,0.3691038759968027
22,61,0,0,2,1,0,27,1,3,0,84,71,1,2,1,0,-0.5823795802338221,-0.6283372872741518
24,63,1,0,0,1,1,27,2,2,0,69,43,1,2,3,0,-0.5957025873854984,-0.601805908635887
24,63,1,0,0,1,1,27,1,12,1,52,95,1,1,0,2,-0.6163429074168607,0.4130599831111512
24,63,1,0,0,1,1,22,3,7,1,63,55,1,2,2,2,-0.5991152760927984,0.3974884958686009
24,63,1,1,1,1,1,27,2,2,0,69,43,1,2,3,0,0.4037439222094372,-0.6125789408533122
24,63,1,1,1,1,1,27,1,12,1,52,95,1,1,0,1,0.38310360217807504,0.402286950893726
24,63,1,1,1,1,1,22,3,7,1,63,55,1,2,2,1,0.4003312335021373,0.3867154636511757
24,63,1,0,1,1,1,27,2,2,0,69,43,1,2,3,0,-0.5919085237998428,-0.6173089822060788
24,63,1,0,1,1,1,27,1,12,1,52,95,1,1,0,2,-0.6125488438312051,0.39755690954095946
24,63,1,0,1,1,1,22,3,7,1,63,55,1,2,2,2,-0.5953212125071428,0.38198542229840915
23,71,1,1,2,1,0,25,1,19,1,86,41,1,1,3,1,0.383705026034841,0.38664371856918356
23,71,1,1,2,1,0,26,1,17,1,63,70,1,1,1,1,0.38652073535115716,0.38609240666863065
23,71,2,0,1,1,0,25,1,19,1,86,41,1,1,3,2,-0.6237257900258643,0.39304655010100165
23,71,2,0,1,1,0,26,1,17,1,63,70,1,1,1,2,-0.620910080709548,0.39249523820044874
23,71,1,1,0,1,0,25,1,19,1,86,41,1,1,3,1,0.37611689886352984,0.4176498657095672
